y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
3.1,3,2.0,1590,9912,2.0,A0,3.0,8.0,0,1670,15.0,-1
4.35,5,2.0,2740,3838,1.0,A0,4.0,7.0,1370,1660,56.0,-1
1.72,3,2.0,1270,7198,1.5,A0,3.0,7.0,0,1160,99.0,2
1.0,2,1.0,740,3434,1.0,A0,,6.0,0,1160,95.0,-1
4.615,4,1.75,2000,4000,1.5,A0,5.0,7.0,550,1430,89.0,-1
3.8,3,1.75,890,3800,1.5,A0,3.0,7.0,140,1280,89.0,-1
2.2,2,1.0,670,7952,1.0,A0,4.0,6.0,0,1080,73.0,-1
16.15,3,1.75,3400,8965,1.0,A0,5.0,,1580,3200,58.0,-1
2.3,3,1.75,1660,11500,1.0,A0,3.0,,530,1250,36.0,-1
5.33,4,2.75,2490,9714,1.0,A0,4.0,8.0,1090,2060,32.0,-1
2.375,4,2.5,2160,8755,2.0,A0,3.0,7.0,0,1990,22.0,-1
4.785,2,1.0,850,2340,1.0,A0,3.0,7.0,0,1300,93.0,-1
3.92,2,1.5,1320,10800,1.0,A0,,8.0,0,2120,68.0,-1
7.85,3,1.75,2600,15064,1.0,A0,4.0,8.0,900,2940,48.0,-1
0.77,3,1.0,1090,3264,1.0,A0,4.0,,0,1090,46.0,-1
3.55,2,1.5,1320,1194,3.0,A0,3.0,7.0,0,1320,14.0,-1
11.95,4,3.0,5520,8313,2.0,A0,3.0,,1950,3770,7.0,-1
5.8,4,2.25,2170,4080,2.0,A0,3.0,7.0,250,1890,35.0,-1
2.01,4,2.25,2460,11250,1.0,A0,4.0,8.0,0,1630,56.0,-1
4.44,2,2.0,1560,4823,1.0,A0,3.0,8.0,0,1855,11.0,-1
8.75,4,4.0,5635,9695,2.0,A0,3.0,10.0,1275,3726,4.0,-1
0.71,3,1.0,900,4770,1.0,A0,3.0,6.0,0,900,46.0,6
4.7,4,2.0,5461,22880,1.0,A0,4.0,9.0,2196,1940,51.0,-1
6.5305,3,2.5,2320,6775,1.0,A0,3.0,8.0,0,1680,7.0,-1
2.85,2,1.0,1420,81892,1.0,A0,3.0,7.0,240,1490,59.0,-1
3.9,3,2.5,1890,4808,2.0,A0,,8.0,0,2460,15.0,-1
3.75,3,1.75,1850,8667,1.0,A0,4.0,7.0,970,1450,33.0,-1
4.35,3,2.0,1990,7405,1.0,A0,5.0,7.0,0,2120,44.0,-1
1.8,4,2.5,2070,7800,2.0,A0,3.0,8.0,0,1950,26.0,-1
5.35,3,2.5,3440,18167,2.0,A0,3.0,11.0,0,3990,24.0,-1
7.0,3,2.5,3550,32807,2.0,A0,3.0,9.0,0,3270,26.0,-1
3.735,3,2.5,2080,3920,2.0,A0,3.0,8.0,0,2110,5.0,-1
15.45,3,3.5,3490,4000,2.0,A0,3.0,9.0,920,1880,6.0,-1
2.59888,3,2.5,1769,7324,2.0,A0,3.0,9.0,0,2502,3.0,-1
1.83,4,3.0,2710,7199,1.0,A0,,7.0,1000,2070,48.0,-1
2.05,2,1.5,1480,15641,1.0,A0,4.0,7.0,0,1520,75.0,-1
2.35,3,1.0,1430,19901,1.5,A0,4.0,7.0,0,1780,88.0,-1
3.41,2,1.0,880,6650,1.0,A0,5.0,6.0,0,1250,97.0,-1
2.495,3,1.75,1920,11340,1.0,A0,4.0,,690,1980,38.0,-1
2.35,2,2.0,1030,2271,3.0,A0,3.0,7.0,0,1439,16.0,-1
7.9,4,4.0,2790,16117,2.0,A0,4.0,9.0,0,2740,16.0,-1
2.1935,3,1.0,1410,5120,1.5,A0,3.0,6.0,200,1330,90.0,-1
2.0,2,1.0,2180,12875,1.0,A0,3.0,7.0,700,1800,56.0,-1
1.59975,3,1.75,1650,8073,1.0,A0,3.0,7.0,550,1280,35.0,-1
8.05,3,1.75,2070,5000,1.5,A0,3.0,8.0,0,2630,95.0,-1
6.1,3,2.5,2320,219978,2.0,A0,4.0,8.0,0,2340,22.0,-1
7.1,3,3.5,4500,21870,2.0,A0,3.0,10.0,0,4670,11.0,-1
5.88,3,2.0,1480,3876,1.0,A0,5.0,7.0,620,1660,87.0,-1
6.625,4,2.5,3200,36276,2.0,A0,3.0,,0,2930,22.0,-1
1.72,5,2.0,1590,9350,1.0,A0,5.0,,530,1460,53.0,-1
4.4,4,3.0,1820,8261,1.0,A0,3.0,7.0,400,1920,46.0,-1
4.45,4,3.5,2680,10000,2.0,A0,3.0,8.0,640,1530,73.0,1
3.0,3,1.0,1310,8400,1.0,A0,3.0,,0,1680,43.0,26
3.2,3,1.75,1480,7700,1.0,A0,3.0,8.0,0,1930,40.0,-1
4.63,3,2.5,2250,11632,2.0,A0,,8.0,0,2360,27.0,-1
1.075,3,1.0,910,7194,1.0,A0,4.0,7.0,0,1530,44.0,-1
24.62,4,3.0,3710,20000,2.0,A0,5.0,10.0,950,3970,79.0,-1
9.2495,4,3.5,3310,4684,2.0,A0,3.0,9.0,1020,1850,1.0,-1
2.1,3,1.0,1160,7875,1.0,A0,,,0,1600,62.0,-1
6.65,3,2.5,3000,25341,2.0,A0,3.0,9.0,0,3000,20.0,-1
7.0,4,2.75,3500,6226,2.0,A0,3.0,,0,3480,11.0,-1
7.0,5,3.5,3290,5600,2.0,A0,3.0,,620,3130,11.0,-1
1.43,3,2.25,1610,7084,1.0,A0,4.0,8.0,330,2170,47.0,-1
3.685,2,1.0,1330,4140,1.0,A0,4.0,7.0,400,1410,96.0,75
4.2495,4,1.75,1520,7700,1.0,A0,4.0,7.0,0,1520,48.0,-1
2.3,3,2.5,1260,895,3.0,A0,3.0,7.0,100,1190,6.0,-1
8.54,4,3.25,4030,57499,2.0,A0,3.0,9.0,0,3470,13.0,-1
2.3,3,2.25,1646,9519,2.0,A0,3.0,7.0,0,1975,21.0,-1
1.6,3,1.75,1900,8540,1.0,A0,3.0,6.0,950,1370,35.0,-1
0.9,3,1.5,1630,22764,1.0,A0,3.0,7.0,0,1620,45.0,-1
4.849,3,2.75,2930,5569,1.0,A0,3.0,9.0,1070,2580,11.0,-1
5.05,4,2.5,3250,5000,2.0,A0,3.0,8.0,0,3230,7.0,-1
3.71,2,1.5,1370,1221,2.0,A0,3.0,8.0,290,1560,7.0,-1
1.77,3,2.0,1340,5670,2.0,A0,3.0,6.0,0,1290,21.0,-1
8.5,4,4.25,3770,13058,2.0,A0,4.0,8.0,0,2200,32.0,-1
2.315,3,2.25,2060,38377,1.0,A0,4.0,8.0,500,2080,37.0,-1
11.15,4,2.5,3160,13194,2.0,A0,5.0,10.0,0,3490,50.0,-1
2.092,3,1.75,1540,6632,1.0,A0,3.0,7.0,470,2510,56.0,-1
5.3,5,4.0,3040,6000,2.0,A0,3.0,8.0,760,3070,4.0,-1
2.315,2,1.0,840,892,2.0,A0,3.0,,0,1030,9.0,-1
2.55,4,2.5,1940,3784,2.0,A0,3.0,8.0,0,1940,12.0,-1
3.27,2,1.0,710,1173,2.0,A0,4.0,7.0,0,1370,72.0,-1
3.5,3,1.75,1680,3000,1.0,A0,4.0,6.0,840,1540,115.0,-1
1.9,3,2.5,1640,7668,2.0,A0,,7.0,0,1850,24.0,-1
1.27,3,1.5,1420,9081,1.0,A0,4.0,6.0,0,1090,25.0,-1
5.05,3,2.5,1910,11550,1.5,A0,3.0,8.0,0,2230,12.0,-1
21.5,3,3.0,3450,16740,1.0,A0,4.0,9.0,1490,3220,66.0,22
7.15,4,1.75,1820,6137,1.5,A0,4.0,,130,2130,104.0,-1
3.4225,3,2.25,1606,1452,3.0,A0,3.0,8.0,0,1516,6.0,-1
2.125,4,2.5,2570,9000,1.0,A0,4.0,8.0,980,2120,36.0,-1
3.225,4,2.5,2570,7859,2.0,A0,3.0,8.0,0,2150,23.0,-1
6.5,3,1.5,2500,4774,1.5,A0,3.0,7.0,1050,1300,75.0,-1
6.74,4,2.5,2930,18199,2.0,A0,3.0,9.0,0,2930,17.0,-1
5.0495,3,2.5,1810,1585,3.0,A0,3.0,7.0,0,1560,1.0,-1
14.25,4,3.5,4410,12426,2.0,A0,3.0,12.0,990,4090,19.0,-1
3.05,4,3.25,2864,8035,3.0,A0,,8.0,0,2419,1.0,-1
4.75,3,1.0,1260,6000,1.0,A0,3.0,7.0,0,2020,64.0,-1
1.98,2,2.0,1384,1822,2.0,A0,3.0,7.0,0,1078,25.0,-1
4.4,4,2.5,2800,21370,2.0,A0,3.0,8.0,0,1880,12.0,-1
0.875,2,1.0,760,6141,1.0,A0,2.0,6.0,0,900,95.0,-1
4.3,4,2.5,2420,5006,2.0,A0,3.0,8.0,0,2750,2.0,-1
4.125,3,2.5,1810,1988,2.0,A0,3.0,7.0,460,1600,18.0,-1
13.2,4,3.5,3560,16782,2.0,A0,3.0,10.0,1000,3100,1.0,-1
3.02,2,1.5,1000,1251,2.0,A0,3.0,7.0,70,1420,9.0,-1
5.92,5,2.0,1900,5470,1.0,A0,3.0,7.0,720,1300,85.0,50
2.8795,4,1.75,2140,159865,1.0,A0,4.0,7.0,1000,1830,55.0,-1
2.4,3,2.0,1500,7828,1.0,A0,4.0,7.0,0,1500,48.0,-1
3.8995,3,2.0,2190,19800,1.0,A0,3.0,7.0,0,1640,21.0,-1
2.6,3,2.5,2588,5701,2.0,A0,3.0,8.0,0,2389,7.0,-1
13.55,3,2.75,2710,9204,1.5,A0,3.0,9.0,1230,2960,40.0,-1
2.185,3,2.5,1610,5024,2.0,A0,3.0,7.0,0,1790,11.0,-1
17.45,4,4.5,6640,53330,2.0,A0,3.0,,0,4620,22.0,-1
7.35,4,2.0,2920,10424,1.0,A0,5.0,8.0,1400,2360,51.0,-1
2.6175,2,2.25,1170,1011,2.0,A0,3.0,7.0,0,1240,6.0,-1
1.7,3,2.0,1440,7008,1.0,A0,3.0,7.0,0,1680,30.0,-1
6.61,3,2.5,1980,2975,3.0,A0,3.0,8.0,0,1980,22.0,-1
2.25,3,1.5,1500,14750,1.5,A0,4.0,6.0,0,1270,82.0,-1
4.55,3,2.5,1790,3078,2.0,A0,3.0,,0,1890,5.0,-1
3.24888,4,1.0,2370,30200,1.5,A0,4.0,7.0,800,1640,67.0,-1
3.4995,5,3.5,2760,3865,2.5,A0,3.0,8.0,0,2590,2.0,-1
4.11,4,2.5,3560,12047,2.0,A0,3.0,,0,3420,27.0,-1
1.3495,3,1.75,1570,15570,1.0,A0,3.0,,0,2000,34.0,-1
1.95,3,1.75,1390,10905,1.0,A0,3.0,6.0,530,1390,58.0,-1
9.23,5,4.5,4130,10404,2.0,A0,3.0,10.0,0,3890,11.0,-1
2.15,2,1.0,1250,12507,1.0,A0,5.0,7.0,0,1250,57.0,-1
6.109,3,2.5,2290,9142,1.0,A0,3.0,8.0,0,1770,43.0,-1
6.15,4,3.5,1930,5400,1.5,A0,3.0,7.0,0,1500,95.0,-1
2.04,3,1.75,1750,9623,1.0,A0,3.0,7.0,600,1820,53.0,-1
2.4995,2,1.0,1150,9186,1.0,A0,3.0,7.0,0,1390,69.0,-1
1.1,3,1.5,1090,9605,1.0,A0,4.0,6.0,0,1160,46.0,-1
3.815,3,1.0,1290,3880,1.5,A0,4.0,,0,1290,96.0,-1
5.405,3,1.5,1810,5080,1.0,A0,3.0,7.0,780,1780,57.0,-1
3.921,3,1.75,1620,8645,1.0,A0,3.0,7.0,430,2010,42.0,-1
3.9495,3,3.25,1760,1778,3.0,A0,3.0,8.0,0,1520,7.0,-1
0.9,3,2.5,1660,2415,2.0,A0,3.0,7.0,0,1740,32.0,-1
9.0,6,3.0,3420,22421,1.0,A0,5.0,9.0,1150,2430,67.0,-1
6.25,2,1.5,1850,4945,1.5,A0,4.0,7.0,0,1850,108.0,46
8.55,5,2.0,3530,9385,1.5,A0,,9.0,0,4100,90.0,-1
4.46,3,1.75,1720,37363,1.0,A0,,8.0,370,2740,41.0,-1
4.7,4,2.75,3410,35040,2.0,A0,3.0,9.0,0,2580,31.0,-1
4.04,2,2.5,1730,1037,3.5,A0,3.0,8.0,0,1280,7.0,-1
2.51,6,3.0,2580,8064,1.5,A0,3.0,7.0,700,1510,102.0,-1
3.87,5,1.75,1250,10530,1.0,A0,4.0,,0,1560,49.0,-1
5.79,3,2.5,3240,60840,2.0,A0,3.0,7.0,0,2570,18.0,-1
2.5,2,1.0,840,4239,1.0,A0,3.0,7.0,0,1120,67.0,-1
4.75,3,1.0,960,12527,1.0,A0,3.0,7.0,0,1220,43.0,-1
10.25,4,2.5,2570,9470,2.0,A0,3.0,9.0,0,2570,9.0,-1
3.35,3,2.0,1320,6000,1.5,A0,4.0,7.0,0,1620,95.0,-1
4.24,2,1.5,1110,957,2.0,A0,3.0,8.0,180,1680,10.0,-1
4.6,3,1.0,1090,3000,1.5,A0,4.0,8.0,0,1570,86.0,-1
8.45,3,3.25,3660,66211,2.0,A0,3.0,10.0,0,3660,12.0,-1
2.273,5,2.75,3130,9450,1.0,A0,4.0,8.0,1550,1900,42.0,-1
14.25,5,3.5,3520,5400,2.0,A0,3.0,9.0,1120,1360,7.0,-1
1.53,3,1.0,1000,16376,1.0,A0,3.0,7.0,0,1420,56.0,-1
1.71,3,1.0,1400,7410,1.0,A0,3.0,6.0,0,1070,71.0,-1
15.95,5,3.5,4320,40816,2.0,A0,4.0,11.0,0,4320,18.0,-1
22.92,3,2.25,3530,17450,1.0,A1,3.0,9.0,1690,3530,85.0,22
7.4,4,2.75,2620,4743,1.0,A0,4.0,8.0,1310,1900,66.0,-1
1.8095,4,1.0,1500,11050,1.0,A0,5.0,7.0,0,1970,51.0,-1
1.6,3,1.75,1190,7280,1.0,A0,4.0,7.0,0,1250,47.0,-1
5.24999,9,4.5,3830,6988,2.5,A0,3.0,7.0,1380,1460,77.0,-1
3.285,4,2.75,2400,3844,1.0,A0,,7.0,1200,1100,41.0,-1
3.2495,4,2.0,2420,31465,1.0,A0,3.0,9.0,0,2560,31.0,-1
8.97,4,1.75,2010,6300,1.0,A0,5.0,,400,3290,78.0,-1
0.85,3,1.5,960,6497,1.0,A0,4.0,,0,1160,45.0,-1
29.08,5,5.5,7400,18898,2.0,A0,3.0,13.0,1110,6110,14.0,-1
5.1,3,2.0,1670,4572,1.5,A0,3.0,,0,1480,84.0,-1
5.2495,5,3.0,2600,13674,1.0,A0,5.0,8.0,1300,2150,48.0,-1
3.63,5,2.5,1990,6840,2.0,A0,4.0,7.0,0,1990,41.0,-1
13.23,3,2.5,2910,10044,2.0,A0,4.0,10.0,0,2420,26.0,-1
1.83,5,2.0,2260,12500,1.0,A0,4.0,8.0,1130,1360,55.0,-1
4.75,2,1.0,1070,3000,1.0,A0,4.0,7.0,200,1890,89.0,-1
5.75,3,1.0,1710,5992,1.5,A0,4.0,7.0,150,1240,87.0,-1
4.565,4,2.75,3110,49765,1.0,A0,4.0,8.0,0,1880,57.0,43
2.03,4,2.5,2290,3777,2.0,A0,3.0,7.0,0,1480,11.0,-1
3.5,4,3.0,2430,5502,2.0,A0,3.0,,0,2000,13.0,-1
9.1499,4,3.5,3830,7150,2.0,A0,,9.0,0,3640,1.0,-1
2.655,2,1.0,940,5413,1.0,A0,,7.0,0,1340,92.0,-1
1.2495,2,1.0,700,5200,1.0,A0,5.0,5.0,0,970,63.0,-1
7.9495,4,2.75,3140,7928,2.0,A0,3.0,9.0,0,3500,2.0,-1
6.2,4,3.5,3510,9364,2.0,A0,3.0,,0,3510,14.0,-1
11.1,3,2.25,2760,40946,2.0,A0,5.0,,0,3030,37.0,-1
4.15,4,2.5,2430,42646,1.0,A0,3.0,7.0,980,2000,26.0,-1
7.97,4,2.25,2860,40284,2.0,A0,3.0,10.0,0,2670,32.0,-1
3.05,5,3.25,3800,15500,1.0,A0,3.0,7.0,1310,2000,50.0,-1
4.95,4,2.75,3250,5600,2.0,A0,3.0,8.0,0,2730,4.0,-1
2.2,1,1.0,700,2500,1.0,A0,4.0,7.0,0,1340,108.0,-1
3.0095,3,1.75,1480,7560,1.0,A0,3.0,6.0,380,1510,95.0,30
2.372,4,2.5,2910,8596,2.0,A0,3.0,8.0,0,2770,11.0,-1
1.58,3,1.0,1980,8505,1.0,A0,3.0,7.0,950,1830,50.0,-1
4.75,3,2.5,2010,2261,2.0,A0,3.0,8.0,620,1690,1.0,-1
3.75,3,1.5,2060,44866,1.0,A0,3.0,8.0,0,2320,62.0,-1
5.2,3,2.75,2150,31238,2.0,A0,3.0,9.0,0,2650,19.0,-1
2.95,2,1.0,910,5525,1.0,A0,2.0,6.0,0,1620,105.0,-1
2.5,3,1.75,2180,10230,1.0,A0,4.0,7.0,1090,2130,54.0,-1
7.3,4,3.0,3350,23781,1.0,A0,,9.0,1330,2870,36.0,-1
5.64983,5,3.0,2800,5700,2.0,A0,3.0,8.0,0,2910,1.0,-1
3.87,3,1.5,1710,4500,1.5,A0,3.0,8.0,300,1860,87.0,-1
3.0,3,1.0,1610,11250,1.0,A0,3.0,7.0,520,2040,40.0,-1
5.1,3,2.5,1700,1156,2.0,A0,3.0,9.0,380,1710,13.0,-1
7.63,4,2.5,3310,42998,2.0,A0,3.0,9.0,0,3350,14.0,-1
3.73,3,3.25,1560,1345,2.0,A0,3.0,8.0,300,1560,6.0,-1
4.175,5,2.5,2570,9962,2.0,A0,3.0,8.0,0,2890,9.0,-1
3.6375,3,1.75,1610,6480,1.0,A0,,,0,1230,68.0,-1
2.51188,3,1.0,1300,8800,1.0,A0,3.0,7.0,0,1600,38.0,-1
4.775,4,3.5,3710,10400,2.0,A0,3.0,8.0,1420,1720,13.0,-1
6.75,5,3.25,2750,7500,2.0,A0,3.0,7.0,600,2750,78.0,18
12.75,4,2.0,2240,10296,1.0,A0,5.0,8.0,0,2500,67.0,-1
2.674,3,2.25,1180,9630,2.0,A0,3.0,7.0,0,2660,29.0,-1
3.93,2,2.5,1480,2167,2.0,A0,3.0,8.0,90,2130,8.0,-1
2.65,3,1.75,2230,10403,1.0,A0,3.0,,600,1730,47.0,-1
3.15,4,1.5,1940,12100,1.0,A0,3.0,7.0,0,1380,53.0,-1
1.1,4,1.0,1380,6700,1.0,A0,3.0,,190,1380,87.0,-1
2.8,2,1.5,1140,2500,1.0,A0,3.0,7.0,510,1500,27.0,-1
2.8,4,2.5,1890,7867,2.0,A0,3.0,8.0,0,2250,19.0,-1
8.23888,3,2.5,2080,3729,2.0,A0,3.0,,0,2080,19.0,-1
2.365,4,2.5,1940,10133,2.0,A0,3.0,8.0,0,1940,23.0,-1
2.2,3,2.0,1380,8682,1.0,A0,4.0,7.0,0,1410,49.0,-1
8.338,3,3.0,3420,7826,2.0,A0,4.0,8.0,990,980,76.0,-1
1.921,2,2.5,1250,1580,2.0,A0,3.0,7.0,220,1250,10.0,-1
6.41125,3,2.25,2110,7279,1.0,A0,4.0,9.0,0,2130,31.0,-1
3.75,2,1.0,910,5000,1.0,A0,4.0,6.0,0,1480,101.0,-1
6.75,5,1.75,2850,11860,1.0,A0,3.0,,0,2640,64.0,-1
4.6,4,2.25,1860,3766,2.0,A0,3.0,8.0,0,1860,20.0,-1
2.45,4,1.5,1310,137214,1.5,A0,4.0,7.0,0,1310,89.0,-1
4.15,3,1.75,1510,11120,1.0,A0,4.0,8.0,0,2660,31.0,-1
7.4,3,2.5,2590,21494,2.0,A0,4.0,8.0,0,2590,24.0,-1
5.62,4,2.75,2190,2867,1.5,A0,5.0,7.0,720,1600,86.0,-1
6.74,3,2.5,2670,10338,2.0,A0,3.0,9.0,0,2670,28.0,-1
2.75,4,1.0,1170,8147,1.5,A0,3.0,6.0,0,1260,56.0,-1
0.95,3,1.0,1250,7015,1.0,A0,3.0,7.0,0,1510,57.0,-1
9.24,3,2.5,2710,23292,1.0,A0,,9.0,630,2430,59.0,-1
2.45,2,1.0,1070,32633,1.0,A0,4.0,6.0,0,1360,85.0,-1
3.85,5,2.0,1910,12264,1.0,A0,4.0,7.0,900,1700,52.0,-1
4.35,2,1.0,1390,5544,1.0,A0,3.0,,460,1710,68.0,-1
3.07,2,1.5,1070,877,3.0,A0,3.0,8.0,0,1320,10.0,-1
1.05,3,2.0,1670,7056,1.0,A0,4.0,7.0,0,1330,57.0,-1
1.055,2,1.0,850,5000,1.0,A0,3.0,6.0,0,1160,39.0,-1
3.4,4,2.5,2170,8518,1.0,A0,3.0,7.0,820,1880,60.0,-1
5.65,3,2.5,2160,4000,1.5,A0,3.0,8.0,200,2160,112.0,2
2.04,3,2.0,1640,5650,1.0,A0,3.0,7.0,0,2250,12.0,-1
7.949,6,4.5,2750,4400,2.0,A0,3.0,8.0,980,1860,28.0,-1
4.55,3,1.0,1440,27505,1.0,A0,3.0,8.0,0,2430,64.0,-1
4.25,3,2.5,1210,1200,3.0,A0,3.0,,0,1210,7.0,-1
7.75,3,2.5,3260,91911,2.0,A0,4.0,9.0,0,2520,31.0,-1
2.01,3,2.0,1450,8928,1.0,A0,3.0,7.0,0,2050,17.0,-1
8.0,4,2.75,3790,10669,2.0,A0,3.0,10.0,0,3750,16.0,-1
7.23,5,2.75,3220,5934,2.0,A0,3.0,9.0,0,3100,9.0,-1
10.05,4,3.5,3990,5267,2.0,A0,3.0,10.0,0,3230,7.0,-1
4.0,7,3.5,2870,29699,1.0,A0,3.0,7.0,1350,1380,54.0,-1
5.49,4,1.75,2710,9216,1.0,A0,3.0,8.0,1270,1960,54.0,-1
6.25,4,3.5,3150,6175,2.0,A0,3.0,9.0,0,3150,14.0,-1
11.33,3,2.25,1590,8520,2.0,A0,4.0,8.0,0,2470,35.0,-1
5.6,3,1.75,1210,4400,1.5,A0,4.0,8.0,0,2020,85.0,-1
2.4495,2,1.0,920,8341,1.0,A0,3.0,7.0,0,2330,76.0,-1
2.875,3,1.0,960,5424,1.5,A0,3.0,6.0,0,1550,99.0,-1
2.75,3,2.25,1640,7200,2.0,A0,4.0,,0,1830,30.0,-1
5.05,3,2.0,2040,4800,1.0,A0,,7.0,1020,1640,90.0,-1
3.808,3,2.5,1690,4584,2.0,A0,3.0,7.0,0,1600,13.0,-1
1.722,3,1.5,1910,10583,1.5,A0,4.0,7.0,0,1770,93.0,48
3.94,2,1.0,1030,4400,1.0,A0,3.0,7.0,0,1400,91.0,-1
1.6,4,1.5,1690,11054,1.0,A0,4.0,5.0,0,1690,85.0,-1
4.25,4,2.5,3630,7482,2.0,A0,3.0,10.0,0,1600,7.0,-1
3.14,2,2.0,1200,7131,1.0,A0,3.0,8.0,0,1670,9.0,-1
3.2,3,1.75,2030,217800,1.0,A0,4.0,8.0,0,2570,38.0,-1
8.38888,5,2.25,2370,15512,2.0,A0,4.0,9.0,0,2380,34.0,-1
5.19491,4,2.5,2990,6037,2.0,A0,3.0,9.0,0,2990,2.0,-1
1.85,3,2.25,1413,3403,2.0,A0,3.0,8.0,0,1763,6.0,-1
4.0,3,1.0,1250,150117,1.0,A0,3.0,7.0,0,3060,40.0,-1
2.15,2,1.5,1076,1060,3.0,A0,3.0,7.0,0,1076,9.0,-1
7.25,3,3.5,3830,221284,2.0,A0,3.0,10.0,300,2920,22.0,-1
4.65,4,2.75,2830,7334,2.0,A0,3.0,8.0,0,2830,10.0,-1
3.27,4,2.25,2000,3672,2.0,A0,5.0,,350,2000,89.0,-1
5.5,3,1.0,1800,4800,1.0,A0,4.0,9.0,900,1400,88.0,-1
4.615,4,2.5,1720,3515,2.0,A0,3.0,8.0,250,1140,15.0,-1
4.494,4,1.75,1990,12950,1.0,A0,4.0,8.0,140,2090,47.0,-1
1.6,3,1.0,1170,11100,1.0,A0,4.0,6.0,0,2080,47.0,-1
5.99,3,2.5,1920,3624,2.0,A0,3.0,9.0,0,1930,12.0,-1
6.475,4,3.5,2600,5100,2.0,A0,3.0,,780,2000,12.0,-1
2.05,3,1.75,1740,8625,1.0,A0,4.0,7.0,500,1980,37.0,-1
7.475,5,3.5,2320,4960,2.0,A0,5.0,7.0,600,1700,89.0,-1
1.999,4,1.75,1840,10528,1.0,A0,3.0,7.0,630,1620,25.0,-1
3.625,2,1.5,1210,1232,3.0,A0,3.0,8.0,0,1330,8.0,-1
3.75,7,4.0,3150,7800,2.0,A0,3.0,8.0,0,1880,2.0,-1
2.999,3,2.5,2480,4950,2.0,A0,3.0,7.0,0,2230,11.0,-1
9.55,4,3.25,2830,4000,2.0,A0,3.0,9.0,920,2740,103.0,3
4.25,2,2.5,1310,1500,2.0,A0,3.0,8.0,150,1320,9.0,-1
5.38,3,1.5,1470,4480,1.0,A0,4.0,7.0,340,2120,97.0,-1
4.15,4,2.25,2090,10869,2.0,A0,3.0,8.0,0,1800,45.0,-1
2.66,2,1.0,1040,4000,1.0,A0,3.0,6.0,0,1740,101.0,-1
13.2495,4,2.75,3870,10046,2.0,A0,3.0,11.0,0,3560,10.0,-1
6.1,4,2.5,2510,3479,2.0,A0,3.0,8.0,0,2540,8.0,-1
1.095,3,1.5,1280,3640,2.0,A0,3.0,,0,1150,32.0,-1
2.75,3,1.0,1020,4980,1.0,A0,4.0,7.0,170,970,74.0,-1
1.93,4,1.5,1730,7020,1.5,A0,4.0,5.0,0,1110,62.0,-1
4.43,3,1.75,1830,4500,1.5,A0,4.0,7.0,0,1830,106.0,-1
6.75,4,2.25,3140,12150,2.0,A0,3.0,9.0,0,2370,36.0,-1
9.05,4,2.5,2730,4800,1.5,A0,5.0,8.0,500,2190,106.0,-1
8.15,4,2.0,1480,11171,1.5,A0,4.0,,0,2790,68.0,-1
4.0,3,2.0,1230,11502,1.0,A0,4.0,7.0,0,1660,31.0,-1
4.25,4,2.25,2730,35100,2.0,A0,3.0,8.0,0,2730,38.0,-1
2.8,5,2.5,2344,8000,1.0,A0,4.0,8.0,784,2344,39.0,-1
3.25,4,3.0,2320,13068,2.0,A0,3.0,,0,2220,17.0,-1
2.82186,2,1.75,1210,1040,2.0,A0,3.0,8.0,0,1210,1.0,-1
11.2,3,2.25,3070,9645,2.0,A0,3.0,10.0,960,3130,28.0,-1
8.78007,4,3.5,3120,5086,2.0,A0,3.0,,640,1880,7.0,-1
0.7,3,1.0,1010,11880,1.0,A0,3.0,7.0,0,1150,55.0,-1
6.5735,4,2.5,2270,7665,2.0,A0,3.0,9.0,0,2450,29.0,-1
5.3575,4,2.25,2180,7297,2.0,A0,,8.0,0,2250,31.0,-1
4.15,3,2.25,1280,1520,2.0,A0,3.0,8.0,200,1280,7.0,-1
3.05,3,2.25,2530,12042,2.0,A0,3.0,8.0,0,2480,26.0,-1
5.45,3,2.5,2440,10363,2.0,A0,3.0,9.0,0,2500,27.0,-1
3.15,3,2.0,1510,10827,2.0,A0,3.0,7.0,0,1900,31.0,-1
5.45,4,1.75,2350,18800,1.0,A0,3.0,8.0,0,3050,56.0,-1
6.25,4,3.5,5360,25800,1.0,A0,3.0,,2090,2650,44.0,-1
2.925,3,1.5,1410,9647,1.0,A0,,,0,2090,54.0,-1
1.6,3,1.75,1370,14030,1.0,A0,4.0,8.0,0,2100,38.0,-1
5.75,5,2.0,2400,3500,1.5,A0,3.0,8.0,500,1520,104.0,-1
4.25,3,1.5,1320,8100,1.0,A0,4.0,7.0,0,1480,64.0,-1
3.225,3,2.5,1860,44093,1.0,A0,3.0,7.0,0,1900,37.0,-1
1.53,4,1.75,2000,6120,1.0,A0,3.0,7.0,900,1880,50.0,-1
13.93,4,3.25,5010,34460,2.0,A0,3.0,12.0,0,4760,27.0,-1
1.9995,3,2.5,1608,4000,2.0,A0,3.0,8.0,0,2009,1.0,-1
2.98,3,2.0,1400,2445,1.0,A0,3.0,7.0,560,1400,13.0,-1
1.7,3,1.75,1480,3900,1.0,A0,4.0,7.0,0,1830,35.0,-1
3.7,3,2.5,2230,7934,2.0,A0,,7.0,0,2310,10.0,-1
2.68,4,1.75,2290,10290,1.0,A0,3.0,7.0,950,1800,55.0,-1
2.0,3,2.25,1620,6415,2.0,A0,4.0,7.0,0,1640,26.0,-1
